Title,Issue #,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher,Comments
crime does not pay,58,NM,$7.00 ,,,,1947,Lev Gleason,
crime does not pay,59,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,60,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,61,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,62,VG,$3.00 ,,,,1948,Lev Gleason,
crime does not pay,64,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,65,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,66,NM+,$10.00 ,,,,1948,Lev Gleason,
crime does not pay,67,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,68,NM,$7.00 ,,,,1948,Lev Gleason,
crime does not pay,71,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,72,NM,$5.00 ,,,,1949,Lev Gleason,
crime does not pay,73,NM,$5.00 ,,,,1949,Lev Gleason,
crime does not pay,74,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,75,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,76,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,77,NM,$4.00 ,,,,1949,Lev Gleason,
crime does not pay,78,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,79,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,80,VG,$2.00 ,,,,1949,Lev Gleason,
crime does not pay,81,VG,$2.00 ,,,,1949,Lev Gleason,
crime does not pay,82,FN,$3.00 ,,,,1949,Lev Gleason,
crime does not pay,84,FN,$3.00 ,,,,1950,Lev Gleason,
crime does not pay,85,FN,$3.00 ,,,,1950,Lev Gleason,
crime does not pay,87,NM,$4.00 ,,,,1950,Lev Gleason,
crime does not pay,88,NM+,$5.00 ,,,,1950,Lev Gleason,
crime does not pay,89,FN,$3.00 ,,,,1950,Lev Gleason,
crime does not pay,90,FN,$3.00 ,,,,1950,Lev Gleason,
crime does not pay,91,NM,$4.00 ,,,,1950,Lev Gleason,
crime does not pay,92,NM+,$5.00 ,,,,1950,Lev Gleason,
crime does not pay,93,VG,$2.00 ,,,,1950,Lev Gleason,
crime does not pay,94,NM,$3.00 ,,,,1950,Lev Gleason,
crime does not pay,95,NM,$4.00 ,,,,1951,Lev Gleason,
crime does not pay,97,NM,$4.00 ,,,,1951,Lev Gleason,
crime does not pay,98,VG,$2.00 ,,,,1951,Lev Gleason,
crime does not pay,99,VG,$2.00 ,,,,1951,Lev Gleason,
crime does not pay,100,FR,$2.00 ,,,,1951,Lev Gleason,
crime does not pay,102,FN,$3.00 ,,,,1951,Lev Gleason,
crime does not pay,103,VG,$2.00 ,,,,1951,Lev Gleason,
crime does not pay,104,FN,$3.00 ,,,,1951,Lev Gleason,
crime does not pay,105,FN,$3.00 ,,,,1951,Lev Gleason,
crime does not pay,106,NM,$5.00 ,,,,1952,Lev Gleason,
crime does not pay,107,NM,$4.00 ,,,,1952,Lev Gleason,
crime does not pay,108,FN,$3.00 ,,,,1952,Lev Gleason,
crime does not pay,109,G,$2.00 ,,,,1952,Lev Gleason,
crime does not pay,110,VG,$2.00 ,,,,1952,Lev Gleason,
crime does not pay,111,FN,$3.00 ,,,,1952,Lev Gleason,
crime does not pay,112,FN,$3.00 ,,,,1952,Lev Gleason,
crime does not pay,113,FN,$3.00 ,,,,1952,Lev Gleason,
crime does not pay,115,FN,$3.00 ,,,,1952,Lev Gleason,
crime does not pay,116,FN,$2.00 ,,,,1952,Lev Gleason,
crime does not pay,118,FN,$2.00 ,,,,1953,Lev Gleason,
crime does not pay,120,FN,$3.00 ,,,,1953,Lev Gleason,
crime does not pay,121,FN,$3.00 ,,,,1953,Lev Gleason,
crime exposed,1,NM+,$10.00 ,,,,1950,Timely,
crime exposed,3,FN,$4.00 ,,,,1951,Timely,
crime exposed,4,FN,$4.00 ,,,,1951,Timely,
crime exposed,5,VG,$3.00 ,,,,1951,Timely,
crime exposed,6,FN,$4.00 ,,,,1951,Timely,
crime exposed,7,VG,$3.00 ,,,,1951,Timely,
crime exposed,8,G,$3.00 ,,,,1951,Timely,
crime exposed,9,FN,$4.00 ,,,,1951,Timely,
crime exposed,11,VG,$3.00 ,,,,1952,Timely,
crime exposed,13,FN,$4.00 ,,,,1952,Timely,
crime exposed,14,NM,$5.00 ,,,,1952,Timely,
crime fighters,1,NM+,$8.00 ,,,,1948,Timely,
crime fighters,2,NM,$4.00 ,,,,1948,Timely,
crime fighters,3,NM+,$5.00 ,,,,1948,Timely,
crime fighters,4,FN,$4.00 ,,,,1948,Timely,
crime fighters,5,FN,$3.00 ,,,,1949,Timely,
crime fighters,6,FN,$3.00 ,,,,1949,Timely,
crime fighters,8,G,$2.00 ,,,,1949,Timely,
crime fighters,9,VG,$2.00 ,,,,1949,Timely,
crime fighters,10,VG,$2.00 ,,,,1949,Timely,
crime fighting detective,12,NM,$4.00 ,,,,1950,Star Publications,
crime fighting detective,13,NM,$4.00 ,,,,1950,Star Publications,
crime fighting detective,14,VG,$2.00 ,,,,1951,Star Publications,
crime fighting detective,15,FN,$3.00 ,,,,1951,Star Publications,
crime fighting detective,16,FN,$3.00 ,,,,1951,Star Publications,
crime fighting detective,17,FN,$3.00 ,,,,1951,Star Publications,
crime fighting detective,18,NM,$4.00 ,,,,1952,Star Publications,
crime fighting detective,19,NM,$4.00 ,,,,1952,Star Publications,
crime files,5,VG,$4.00 ,,,,1952,Standard,
crime files,6,FN,$5.00 ,,,,1952,Standard,
crime incorporated,2,FN,$6.00 ,,,,1951,Fox,
crime must lose,4,FN,$4.00 ,,,,1950,Timely,
crime must lose,5,NM,$5.00 ,,,,1951,Timely,
crime must lose,7,NM,$5.00 ,,,,1951,Timely,
crime must lose,8,FN,$4.00 ,,,,1951,Timely,
crime must lose,9,FN,$4.00 ,,,,1951,Timely,
crime must lose,12,FN,$4.00 ,,,,1952,Timely,
crime must pay the penalty,2,NM+,$5.00 ,,,,1948,Ace Magazines,
crime must pay the penalty,3,NM+,$5.00 ,,,,1948,Ace Magazines,
crime must pay the penalty,4,NM+,$5.00 ,,,,1948,Ace Magazines,
crime must pay the penalty,5,NM,$4.00 ,,,,1948,Ace Magazines,
crime must pay the penalty,6,FN,$3.00 ,,,,1949,Ace Magazines,
crime must pay the penalty,7,FN,$3.00 ,,,,1949,Ace Magazines,
crime must pay the penalty,9,VG,$2.00 ,,,,1949,Ace Magazines,
crime must pay the penalty,10,FN,$3.00 ,,,,1949,Ace Magazines,
crime must pay the penalty,11,FN,$3.00 ,,,,1949,Ace Magazines,
crime must pay the penalty,13,VG,$2.00 ,,,,1950,Ace Magazines,
crime must pay the penalty,15,NM,$4.00 ,,,,1950,Ace Magazines,
crime must pay the penalty,16,G,$2.00 ,,,,1950,Ace Magazines,
crime must pay the penalty,17,NM,$4.00 ,,,,1950,Ace Magazines,
crime must pay the penalty,18,NM,$4.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,19,VG,$2.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,20,G,$2.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,21,VG,$2.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,22,VG,$2.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,23,VG,$2.00 ,,,,1951,Ace Magazines,
crime must pay the penalty,24,G,$2.00 ,,,,1952,Ace Magazines,
crime must pay the penalty,25,G,$2.00 ,,,,1952,Ace Magazines,
crime must pay the penalty,26,FN,$3.00 ,,,,1952,Ace Magazines,
crime must pay the penalty,27,NM,$4.00 ,,,,1952,Ace Magazines,
crime must pay the penalty,31,G,$2.00 ,,,,1953,Ace Magazines,
crime must pay the penalty,32,VG,$2.00 ,,,,1953,Ace Magazines,
crime must pay the penalty,33,FN,$3.00 ,,,,1953,Ace Magazines,
crime must pay the penalty,34,FN,$3.00 ,,,,1953,Ace Magazines,
crime must pay the penalty (1948),33,NM+,$5.00 ,,,,1948,Ace Magazines,
crime must stop,1,G,$3.00 ,,,,1952,Hillman,
crime mysteries,1,G,$3.00 ,,,,1952,Ribage,
crime mysteries,2,NM,$10.00 ,,,,1952,Ribage,
crime mysteries,3,NM+,$6.00 ,,,,1952,Ribage,
crime mysteries,4,NM,$5.00 ,,,,1952,Ribage,
crime mysteries,5,VG,$2.00 ,,,,1953,Ribage,
crime mysteries,6,FR,$2.00 ,,,,1953,Ribage,
crime mysteries,7,FN,$3.00 ,,,,1953,Ribage,
crime mysteries,8,FN,$3.00 ,,,,1953,Ribage,
crime mysteries,11,VG,$2.00 ,,,,1954,Ribage,
crime on the waterfront,4,NM+,$8.00 ,,,,1952,Avon,
crime reporter,1,NM+,$10.00 ,,,,1948,St. John,
crime reporter,2,NM+,$7.00 ,,,,1948,St. John,
crime reporter,3,NM+,$7.00 ,,,,1948,St. John,
crime smasher,1,NM+,$15.00 ,,,,1949,Fawcett,
crime smashers,1,VG,$5.00 ,,,,1950,Trojan,
crime smashers,2,FN,$3.00 ,,,,1950,Trojan,
crime smashers,3,NM,$4.00 ,,,,1951,Trojan,
crime smashers,5,FN,$4.00 ,6.5,OW-W , ,1951,Trojan,
crime smashers,6,NM,$5.00 ,,,,1951,Trojan,
crime smashers,8,NM,$5.00 ,,,,1952,Trojan,
crime smashers,9,FN,$4.00 ,,,,1952,Trojan,
crime smashers,10,VG,$3.00 ,,,,1952,Trojan,
crime smashers,12,G,$4.00 ,,,,1952,Trojan,
crime smashers,13,FN,$6.00 ,,,,1952,Trojan,
crime smashers,14,G,$3.00 ,,,,1953,Trojan,
crime suspense stories,2,VG,$35.00 ,,,,1950,E.C.,
crime suspense stories,4,FN,$40.00 ,9.4,W , ,1951,E.C.,
crime suspense stories,7,VG,$18.00 ,,,,1951,E.C.,
crime suspense stories,16,FN,$25.00 ,,,,1953,E.C.,
crime suspense stories,18,FN,$20.00 ,,,,1953,E.C.,
crime suspense stories,23,VG,$9.00 ,,,,1954,E.C.,
crime suspense stories,26,FN,$14.00 ,,,,1955,E.C.,
crime-fighting detective ,18,NM ,,6,W , ,1952,Star Publications,
crimes by women ,1,NL ,,9.2,OW-W , ,1948,Fox,
crimes by women,5,NM+,$15.00 ,,,,1949,Fox,
crimes by women ,6,NL ,,8,OW ,Old grade VF- 7.5 ,1949,Fox,
crimes by women,7,NM+,$15.00 ,,,,1949,Fox,
crimes by women,8,G,$3.00 ,,,,1949,Fox,
crimes by women,9,NM,$12.00 ,,,,1949,Fox,
crimes by women,14,G,$3.00 ,,,,1951,Fox,
crimes incorporated,12,FN,$7.00 ,,,,1950,Fox,
crimes incorporated (128 pages 1950),NN,VG,$10.00 ,,,,1950,Fox,
criminals on the run vol. 4,1,NM,$4.00 ,,,,1948,Novelty Press,
criminals on the run vol. 4,2,NM,$4.00 ,,,,1948,Novelty Press,
criminals on the run vol. 4,3,NM,$4.00 ,,,,1948,Novelty Press,
criminals on the run vol. 4,4,NM+,$5.00 ,,,,1948,Novelty Press,
criminals on the run vol. 4,5,NM+,$5.00 ,,,,1949,Novelty Press,
criminals on the run vol. 4,6,NM,$4.00 ,,,,1949,Novelty Press,
criminals on the run vol. 4,7,NM,$4.00 ,,,,1949,Novelty Press,
criminals on the run vol. 5,1,NM,$4.00 ,,,,1949,Novelty Press,
criminals on the run vol. 5,2,NM+,$5.00 ,,,,1949,Star Publications,
crown comics,1,NM+,$9.00 ,,,,1945,McCombs,
crown comics,2,NM+,$5.00 ,,,,1945,McCombs,
crown comics,3,NM+,$5.00 ,,,,1945,McCombs,
crown comics,4,NM+,$5.00 ,,,,1946,McCombs,
crown comics,5,NM+,$5.00 ,,,,1946,McCombs,
crown comics,6,NM+,$5.00 ,,,,1946,McCombs,
crown comics,7,NM,$9.00 ,,,,1946,McCombs,
crown comics,8,NM,$4.00 ,,,,1947,McCombs,
crown comics,9,NM+,$5.00 ,,,,1947,McCombs,
crown comics,10,NM+,$5.00 ,,,,1947,McCombs,
crown comics,11,NM,$4.00 ,,,,1947,McCombs,
crown comics,12,NM,$4.00 ,,,,1948,McCombs,
crown comics,13,NM,$4.00 ,,,,1948,McCombs,
crown comics,14,G,$2.00 ,,,,1948,McCombs,
crown comics,15,NM+,$5.00 ,,,,1948,McCombs,
crown comics,16,NM+,$5.00 ,,,,1949,McCombs,
crown comics,17,NM,$4.00 ,,,,1949,McCombs,
crown comics,18,NM+,$5.00 ,,,,1949,McCombs,
crown comics,19,NM+,$5.00 ,,,,1949,McCombs,
crusader from mars,1,NM+,$12.00 ,,,,1952,Ziff-Davis,
crusader from mars,2,NM,$10.00 ,,,,1952,Ziff-Davis,
cryin' lion,3,G,$2.00 ,,,,1945,Standard,
curly kayo,1,NM,$8.00 ,,,,1946,United Features Syndicate,
curly kayo,2,NM,$5.00 ,,,,1946,United Features Syndicate,
curly kayo,4,VG,$6.00 ,,,,1946,United Features Syndicate,
curly kayo,5,NM,$3.00 ,,,,1946,United Features Syndicate,
curly kayo,6,NM,$5.00 ,,,,1946,United Features Syndicate,
custer's last fight,NN,NM+,$12.00 ,,,,1950,Avon,
cyclone comics,1,NM+,$100.00 ,9.6,W ,Old grade NM- 9.2 ,1940,Worth Publishing,
cyclone comics,2,NM+,$50.00 ,9.2,W ,Old grade VF+ 8.5 ,1940,Worth Publishing,
cyclone comics,3,NM+,$35.00 ,,,,1940,Worth Publishing,
cyclone comics,4,NM,$25.00 ,9,W , ,1940,Worth Publishing,
cyclone comics,5,NM+,$35.00 ,,,,1940,Worth Publishing,
