Title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher
Popular Comics ,75,NM+ ,,9,OW-W , ,1942,Dell
Popular Comics ,76,NM+ ,,9.6,OW-W , ,1942,Dell
Popular Comics ,77,NM ,,7.5,OW , ,1942,Dell
Popular Comics ,78,NM+ ,,9.6,W , ,1942,Dell
Popular Comics ,79,NM+ ,,9.4,OW-W , ,1942,Dell
Popular Comics ,80,NM+ ,,9.4,OW-W , ,1942,Dell
Popular Comics ,81,NM ,,8.5,OW-W , ,1942,Dell
Popular Comics ,82,NM+ ,,9.4,OW-W , ,1942,Dell
Popular Comics ,83,NM+ ,,9.4,OW-W , ,1943,Dell
Popular Comics ,84,NM+ ,,9.4,OW-W , ,1943,Dell
Popular Comics ,85,NM ,,8.5,OW-W , ,1943,Dell
Popular Comics ,89,NM ,,9.2,OW-W , ,1943,Dell
Popular Comics ,90,NM ,,6.5,OW-W , ,1943,Dell
Popular Comics ,92,NM+ ,,9.2,W ,Qualified ,1943,Dell
Popular Comics ,93,NM+ ,,9.4,W , ,1942,Dell
Popular Comics ,94,NM+ ,,9.6,OW , ,1943,Dell
Popular Comics ,95,NM+ ,,6.5,OW-W , ,1944,Dell
Popular Comics ,97,NM+ ,,7,OW-W , ,1944,Dell
Popular Comics ,98,NM+ ,,9.2,W , ,1944,Dell
Popular Comics ,99,NM+ ,,9,W , ,1944,Dell
Popular Comics ,100,NM+ ,,9,W , ,1944,Dell
Power Comics ,2,NM+ ,,9.4,OW , ,1945,Holyoke Publications
Power Comics ,3,NL ,,9,OW , ,1944,Holyoke Publications
Power Comics ,4,NL ,,8,W ,Old grade NM- 9.2 OW ,1945,Holyoke Publications
Prize Comics ,2,FN ,,7.5,OW-W , ,1940,Prize Publications
Prize Comics ,5,NM+ ,,9.6,W ,Old grade VF 8.0 ,1940,Prize Publications
Prize Comics ,10,NM ,,8.5,OW , ,1941,Prize Publications
Prize Comics ,13,NM+ ,,9.6,W ,Old grade NM- 9.2 OW-W ,1941,Prize Publications
Prize Comics ,14,NM+ ,,8.5,OW , ,1941,Prize Publications
Prize Comics ,15,NM+ ,,9.4,OW-W , ,1941,Prize Publications
Prize Comics ,20,NM ,,9.4,OW , ,1942,Prize Publications
Prize Comics ,25,NM ,,9.2,OW-W , ,1942,Prize Publications
Prize Comics ,32,NM ,,7,OW , ,1943,Prize Publications
Prize Comics ,39,FN ,,6,W , ,1944,Prize Publications
Prize Comics ,48,NM+ ,,9,OW , ,1944,Prize Publications
Prize Comics ,58,NM ,,9.6,W , ,1946,Prize Publications
Prize Comics ,59,NM+ ,,8.5, , , ,
Prize Comics Western ,74,NM ,,8.5,W , ,1949,Prize Publications
Prize Comics Western ,76,NM ,,7.5,OW-W , ,1949,Prize Publications
Prize Comics Western ,81,FN ,,6,OW-W , ,1950,Prize Publications
Public Enemies ,2,NM ,,8.5,OW , ,1948,
Punch Comics ,10,NL ,,9.2,OW-W , ,1944,Harry &quot;A&quot; Chesler
Punch Comics ,18,NM+ ,,9.6,OW , ,1946,Harry &quot;A&quot; Chesler
Rangers ,3,NL ,,7.5,OW , , ,Fiction House
Rangers ,20,NL ,,9.4, ,Graded by Metropolis.com not CGC , ,Fiction House
Rangers ,40,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,41,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,42,NM+ ,,9.4,OW-W , , ,Fiction House
Rangers ,43,NM ,,9.6, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,46,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,47,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,48,NM ,,9.2,OW-W , , ,Fiction House
Rangers ,50,NM ,,9.6,OW-W , , ,Fiction House
Rangers ,51,NM ,,9, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,52,NM ,,9, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,53,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,55,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,56,NM ,,9.2, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,57,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,58,NM+ ,,9.2, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,61,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,63,NM+ ,,9.4, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,64,NM+ ,,9, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,65,NM+ ,,9.2, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,66,NL ,,9.2, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,67,VG ,,7, ,Grade by Metropolis.com not CGC , ,Fiction House
Rangers ,69,FN ,,8, ,Grade by Metropolis.com not CGC , ,Fiction House
Real Fact Comics ,1,NM+ ,,9.6,W ,Old grade VF/NM 9.0 ,1946,D.C. Comics
Real Fact Comics ,2,NM+ ,,9.2,W , ,1946,D.C. Comics
Real Fact Comics ,3,NM+ ,,9.6,OW-W , ,1946,D.C. Comics
Real Fact Comics ,4,NM+ ,,9.6,W , ,1946,D.C. Comics
Real Fact Comics ,6,NM+ ,,9.4,W , ,1947,D.C. Comics
Real Fact Comics ,7,FN ,,9,W , ,1947,D.C. Comics
Real Fact Comics ,8,NM+ ,,9.4,W , ,1947,D.C. Comics
Real Fact Comics ,11,NM ,,8.5,W , ,1947,D.C. Comics
Real Fact Comics ,19,NM+ ,,9.6,OW-W , ,1949,D.C. Comics
Real Heroes Comics ,1,NM ,,9.4,OW ,Old grade NM- 9.2 OW-W ,1941,Parents' Magazine Institute
Real Life Comics ,50,NM+ ,,8.5,OW-W , ,1949,Nedor Publications
Real Life Secrets ,1,FN ,,7.5,OW-W , ,1949,Ace Periodicals
Real Sports Comics ,1,NM ,,9,OW-W ,only issue  changed to All Sports Comics  ,1948,Hillman Periodicals
Real Western Hero ,71,NM+ ,,9.4,W , ,1948,Fawcett
Real Western Hero ,74,NM+ ,,9,OW-W , ,1949,Fawcett
Real Western Hero ,75,NM+ ,,9,W , ,1949,Fawcett
Red Dragon Comics ,1,NL ,,7,OW ,Small tape stain on back cover ,1947,Street and Smith
Red Dragon Comics ,3,NL ,,9.2,OW ,Old grade VF/NM9.0 ,1948,Street and Smith
Red Dragon Comics ,6,NM+ ,,5.5,OW , ,1949,Street and Smith
Red Dragon Comics ,7,NL ,,7.5,OW-W , ,1949,Street and Smith
Red Rabbit Comics ,7,NM ,,9,OW-W , ,1948,Dearfield Pub.
Red Ryder Comics ,3,NM+ ,,9.4,OW , ,1941,Dell
Red Ryder Comics ,6,NM ,,9.4,W ,Old grade (1st) VF+ 8.5 (2nd) NM- 9.2 ,1942,Dell
Red Ryder Comics ,8,NM+ ,,9.4,OW , ,1942,Dell
Red Ryder Comics ,9,NM+ ,,9.2,OW , ,1942,Dell
Red Ryder Comics ,11,NM ,,8.5,OW , ,1943,Dell
Red Seal Comics ,17,NM+ ,,9.4,OW-W , ,1947,Harry &quot;A&quot; Chesler
Red Seal Comics ,19,NM+ ,,9.4,OW-W , ,1947,Harry &quot;A&quot; Chesler
Rex Hart ,6,NM ,,9.2,W ,#1 ,1949,Timely
Rex Hart ,7,NM ,,9,OW-W , ,1949,Timely
Rocky Lane Western ,8,NM ,,8,W , ,1949,Fawcett
Rocky Lane Western ,11,FN ,,7.5,OW-W , ,1949,Fawcett
Romance Trail ,1,FN ,,7.5,OW-W , ,1949,D.C. Comics
Romance Trail ,3,NM+ ,,9.4,OW-W , ,1949,D.C. Comics
Romantic Love ,9,NM ,,8,W , ,1952,Avon
Romantic Picture Novelettes ,1,NM+ ,,9.2,OW , ,1946,Magazine Enterprises
Rory Poly Comics ,1,NL ,,9.4,W , ,1945,Green Publications
Rory Poly Comics ,11,NL ,,9.2,W , ,1946,Green Publications
Roundup ,4,NM ,,7.5,OW , ,1949,D.S. Publishing
Roy Rogers Comics ,11,NM+ ,,7.5,OW-W , ,1948,Dell
Roy Rogers Comics ,12,NM+ ,,8,W , ,1948,Dell
Roy Rogers Comics ,28,FN ,,8,OW-W , ,1950,Dell
Saint ,9,NM ,,9.4,OW-W , ,1950,Avon
Samson ,3,NM ,,8.5,OW , ,1941,Fox
Santa Claus Funnies ,1,NL ,,6,OW , ,1952,Dell
Scribbly ,2,FN ,,7.5,OW-W , ,1948,D.C. Comics
Secret Hearts ,1,NM+ ,,9.2,W , ,1949,D.C. Comics
Sensation Comics ,51,NM ,,9.2,W , ,1946,D.C. Comics
Sensation Comics ,53,NM+ ,,9.6,W ,Old grade NM- 9.2  ,1946,D.C. Comics
Sensation Comics ,54,NM+ ,,9.4,W , ,1946,D.C. Comics
Sensation Comics ,56,NM+ ,,9.6,W ,Old grade NM 9.4 ,1946,D.C. Comics
Sensation Comics ,58,NM+ ,,9.6,W , , ,D.C. Comics
Sensation Comics ,59,NM+ ,,9.6,W , ,1946,D.C. Comics
Sensation Comics ,60,NM ,,9.4,W ,Old grade VF/NM 9.0  ,1946,D.C. Comics
Sensation Comics ,69,NM+ ,,9.6,W , ,1947,D.C. Comics
Sensation Comics ,71,NM+ ,,9,W , ,1947,D.C. Comics
Sensation Comics ,72,NM+ ,,9.4,OW-W , ,1947,D.C. Comics
Sensation Comics ,73,NM+ ,,9.6,OW-W , ,1948,D.C. Comics
Sensation Comics ,74,NM+ ,,9.4,W , ,1948,D.C. Comics
Sensation Comics ,76,NM+ ,,9,OW-W ,Old grade VF+ 8.5  ,1948,D.C. Comics
Sensation Comics ,82,NM+ ,,7.5,W ,Old grade VF+ 8.5 OW-W ,1948,D.C. Comics
Sensation Comics ,84,NM ,,9.4,W , ,1948,D.C. Comics
Sensation Comics ,87,NM+ ,,9,OW-W ,Old grade NM- 9.2 White ,1949,D.C. Comics
Shadow Comic Vol.2 ,6,NM+ ,,9.6,OW , ,1942,Street and Smith
Shadow Comic Vol.2 ,10,NM+ ,,7.5,OW-W , ,1943,Street and Smith
Shadow Comic Vol.2 ,11,NM ,,9.4,OW , ,1943,Street and Smith
Shadow Comics Vol.9 ,3,NL ,,9.2, ,graded by Greg Manning Auc. not CGC ,1949,Street and Smith
Shield-Wizard Comics ,6,NM+ ,,9,OW-W , ,1941,MLJ
Silver Streak Comics ,2,FN ,,7,W , ,1940,Lev Gleason
Silver Streak Comics ,3,NM+ ,,9.2,W , ,1940,Lev Gleason
Silver Streak Comics ,4,NM+ ,,9.8,W , ,1940,Lev Gleason
Silver Streak Comics ,5,NM ,,9,W , ,1940,Lev Gleason
Silver Streak Comics ,18,NM+ ,,9.6,OW-W ,Old Grade NM9.4  ,1942,Lev Gleason
Silver Streak Comics ,19,NM ,,9.4,OW-W ,Old Grade NM9.4 WHITE ,1942,Lev Gleason
Silver Streak Comics ,20,NM ,,9.4,OW-W ,resub - grade unchanged ,1942,Lev Gleason
Silver Streak Comics ,23,NM+ ,,9.6,OW-W , ,1946,Lev Gleason
Single Series ,27,NL ,,8,OW , ,1942,United Features Syndicate
Slam-Bang Comics ,1,NM ,,8.5,W , ,1940,Fawcett
Slam-Bang Comics ,7,NL ,,9.4,OW-W , , ,Fawcett
Smash Comics ,1,NM+ ,,9,W , ,1939,Quality Comics
Smash Comics ,2,NM ,,9.2,OW-W , ,1939,Quality Comics
Smash Comics ,3,NM ,,9.2,OW ,Old grade (1st) NM/VF9.0 (2nd) VF+ 8.5 ,1939,Quality Comics
Smash Comics ,4,NM+ ,,9.2,OW-W , ,1939,Quality Comics
Smash Comics ,6,NM ,,9.4,W , ,1940,Quality Comics
Smash Comics ,7,NM ,,9.6,OW-W , ,1940,Quality Comics
Smash Comics ,9,NM+ ,,9.4,W , ,1940,Quality Comics
Smash Comics ,10,NM ,,9.2,W , ,1940,Quality Comics
Smash Comics ,29,NM+ ,,9.6,W , ,1941,Quality Comics
Smash Comics ,31,NM+ ,,9.4,OW-W , ,1942,Quality Comics
Smash Comics ,32,NM+ ,,9.2,W , ,1942,Quality Comics
Smash Comics ,33,NM+ ,,9.4,OW-W ,Old grade NM-9.2 ,1942,Quality Comics
Smash Comics ,34,NM+ ,,9.6,W , ,1942,Quality Comics
Smash Comics ,37,NM+ ,,9.4,OW , ,1942,Quality Comics
Smash Comics ,38,NM+ ,,9.6,W , ,1942,Quality Comics
Smash Comics ,43,NM+ ,,9.4,W , ,1943,Quality Comics
Smash Comics ,44,FN ,,7.5,W , ,1943,Quality Comics
Smash Comics ,45,NM+ ,,9,W , ,1943,Quality Comics
Smash Comics ,46,NM+ ,,9.6,OW-W , ,1943,Quality Comics
Smash Comics ,48,NM+ ,,9.6,OW-W , ,1943,Quality Comics
Smash Comics ,51,NM+ ,,9.6,W , ,1944,Quality Comics
Smash Comics ,52,NM+ ,,8,OW , ,1944,Quality Comics
Smash Comics ,53,NM+ ,,9.4,OW-W , ,1944,Quality Comics
Smash Comics ,55,NM+ ,,9.2,W , ,1944,Quality Comics
Smash Comics ,58,NM ,,9.4,OW ,Old grade NM-9.2 ,1945,Quality Comics
Smash Comics ,78,NM+ ,,9.2,W , ,1948,Quality Comics
Smash Comics ,83,NM ,,9.6,OW , ,1949,Quality Comics
Smilin' Jack ,1,NM+ ,,9.4,OW-W , ,1948,Dell
Space Ace ,5,NL ,,7,OW-W , ,1952,Magazine Enterprises
Sparkler Comics ,1,NL ,,8.5,OW-W , ,1940,United Features Syndicate
Sparkler Comics ,2,FN ,,9.6,W , ,1941,United Features Syndicate
Sparkler Comics ,3,NL ,,9.6,OW-W ,Old grade NM-9.2 White ,1941,United Features Syndicate
Sparkler Comics ,4,NL ,,9.6,OW-W , ,1941,United Features Syndicate
Sparkler Comics ,5,NL ,,9.4,W , ,1941,United Features Syndicate
Sparkler Comics ,6,NL ,,9.4,OW-W , ,1942,United Features Syndicate
Sparkler Comics ,7,NL ,,9.6,OW-W , ,1942,United Features Syndicate
Sparkler Comics ,8,NL ,,9.4,OW-W , ,1942,United Features Syndicate
Sparkler Comics ,9,NL ,,9.6,W , ,1942,United Features Syndicate
Sparkler Comics ,10,NL ,,9.6,W , ,1942,United Features Syndicate
Sparkler Comics ,11,NL ,,9,W , ,1942,United Features Syndicate
Sparkler Comics ,12,NL ,,9,W , ,1942,United Features Syndicate
Sparkler Comics ,13,NM+ ,,9.6,W , ,1942,United Features Syndicate
Sparkler Comics ,14,NL ,,9.6,W , ,1942,United Features Syndicate
Sparkler Comics ,15,NL ,,9.2,OW-W , ,1942,United Features Syndicate
Sparkler Comics ,16,VG ,,6,OW-W , ,1942,United Features Syndicate
Sparkler Comics ,18,NL ,,9.4,OW-W , ,1943,United Features Syndicate
Sparkler Comics ,19,NL ,,9.4,OW ,Old grade NM-9.2 ,1943,United Features Syndicate
Sparkler Comics ,23,NL ,,9.2,OW , ,1943,United Features Syndicate
Sparkler Comics ,27,NM ,,9,OW-W , ,1943,United Features Syndicate
Sparkler Comics ,31,NM+ ,,9.6,W , ,1944,United Features Syndicate
Sparkler Comics ,34,FN ,,6.5,OW-W , ,1944,United Features Syndicate
Sparkler Comics ,38,NM+ ,,9,OW , ,1944,United Features Syndicate
Sparkler Comics ,39,NM+ ,,9.4,OW-W ,Old grade NM-9.2 ,1944,United Features Syndicate
Sparkler Comics ,43,NM+ ,,9.4,OW , ,1945,United Features Syndicate
Sparkler Comics ,44,NM+ ,,9.8,W , ,1945,United Features Syndicate
Sparkler Comics ,45,NM+ ,,9.8,OW-W , ,1945,United Features Syndicate
Sparkler Comics ,46,NM+ ,,9.2,OW , ,1945,United Features Syndicate
Sparkler Comics ,49,FN ,,7.5,OW-W , ,1945,United Features Syndicate
Sparkler Comics ,50,NM+ ,,9.8,OW-W , ,1945,United Features Syndicate
Sparkler Comics ,55,NM+ ,,9.6,OW-W , ,1946,United Features Syndicate
Sparkler Comics ,57,NM+ ,,9.6,W , ,1946,United Features Syndicate
Sparkling Stars ,25,NM+ ,,9.2,OW-W , ,1947,Holyoke Publications
Sparkman Comics ,1,NM+ ,,9.6,OW-W , ,1945,Frances M. McQueeny
Speed Comics ,14,NL ,,9,OW ,Digest size ,1941,Harvey Publications
Speed Comics ,15,NL ,,9,OW-W ,Digest size ,1941,Harvey Publications
Speed Comics ,21,NM+ ,,9.6,OW-W , ,1942,Harvey Publications
Speed Comics ,27,NM+ ,,8.5,W , ,1943,Harvey Publications
Speed Comics ,29,NM ,,9.4,W , ,1943,Harvey Publications
Speed Comics ,36,NM+ ,,9.6,OW-W , ,1945,Harvey Publications
Speed Comics ,38,NM+ ,,9.6,W , ,1945,Harvey Publications
Speed Comics ,39,NM+ ,,9.4,OW , ,1945,Harvey Publications
Speed Comics ,41,NM+ ,,9.2,OW-W , ,1946,Harvey Publications
Speed Comics ,42,NL ,,9.4,OW-W , ,1946,Harvey Publications
Spitfire Comics ,2,NL ,,8,OW-W , ,1941,Elliot Publications
Star Comics Vol. 2 ,1,NL ,,8.5,W , ,1939,Centaur
Star Spangled Comics ,1,NM+ ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,2,NL ,,9,OW , ,1941,D.C. Comics
Star Spangled Comics ,4,NL ,,9,OW , ,1942,D.C. Comics
Star Spangled Comics ,7,NL ,,9.4,W , , ,D.C. Comics
Star Spangled Comics ,8,NL ,,9,W , ,1942,D.C. Comics
Star Spangled Comics ,10,NL ,,9.2,OW-W , ,1942,D.C. Comics
Star Spangled Comics ,13,NL ,,9.2,W , ,1942,D.C. Comics
Star Spangled Comics ,14,NL ,,9.4,W , ,1942,D.C. Comics
Star Spangled Comics ,17,NM ,,9.6,W ,Double cover 1st cover 9.2  Old grade 1st cover 7.5 2nd 8.5 ,1943,D.C. Comics
Star Spangled Comics ,19,NM ,,8,W , ,1943,D.C. Comics
Star Spangled Comics ,20,NL ,,9.4,W , , ,D.C. Comics
Star Spangled Comics ,23,NM ,,9.2,OW-W , ,1943,D.C. Comics
Star Spangled Comics ,25,NM+ ,,9.4,W , , ,D.C. Comics
Star Spangled Comics ,27,NM ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,30,NM+ ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,33,NM+ ,,9.6,OW-W , , ,D.C. Comics
Star Spangled Comics ,35,NM ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,36,NM+ ,,9.6,OW-W , , ,D.C. Comics
Star Spangled Comics ,39,NM ,,9.2,OW-W , ,1944,D.C. Comics
Star Spangled Comics ,40,NM+ ,,9.6,W , , ,D.C. Comics
Star Spangled Comics ,48,NM ,,9.6,W , , ,D.C. Comics
Star Spangled Comics ,49,NM ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,50,NM ,,9.2,OW-W , ,1945,D.C. Comics
Star Spangled Comics ,54,NM+ ,,9.6,W , ,1946,D.C. Comics
Star Spangled Comics ,55,NM+ ,,9.8,W , ,1946,D.C. Comics
Star Spangled Comics ,57,NM ,,9.6,W , ,1946,D.C. Comics
Star Spangled Comics ,61,FN ,,7.5,OW-W , ,1946,D.C. Comics
Star Spangled Comics ,67,NM+ ,,9.4,OW-W , , ,D.C. Comics
Star Spangled Comics ,68,NM ,,9.2,OW-W , ,1947,D.C. Comics
Star Spangled Comics ,69,NM+ ,,9.2,W , ,1947,D.C. Comics
Star Spangled Comics ,72,NM+ ,,9.2, , , ,D.C. Comics
Star Spangled Comics ,73,NM ,,9.2, , , ,D.C. Comics
Star Spangled Comics ,80,NM+ ,,9.6,OW-W , , ,D.C. Comics
Star Spangled Comics ,81,NL ,,9,OW , ,1948,D.C. Comics
Stars And Stripes Comics ,3,NM ,,8.5,W , ,1941,Centaur
Stars And Stripes Comics ,4,NM ,,9,OW-W , ,1941,Centaur
Stars And Stripes Comics ,5,NL ,,8.5,OW-W ,#6 ,1941,Centaur
Stars And Stripes Comics ,5,NM ,,8,OW-W , ,1941,Centaur
Startling Comics ,25,NM+ ,,9.6,OW-W , ,1944,Better Publications
Startling Comics ,30,NM+ ,,9.6,W , ,1944,Better Publications
Startling Comics ,32,NM+ ,,9.4,OW-W ,Slight mis-cut ,1945,Better Publications
Startling Comics ,34,NM+ ,,9.4,OW-W , ,1945,Better Publications
Startling Comics ,35,FR ,,6,W ,tape removed from back cover and last five pages ,1945,Better Publications
Startling Comics ,37,NM+ ,,9.4,OW-W , ,1946,Better Publications
Startling Comics ,41,NM+ ,,9.6,W , ,1946,Better Publications
Startling Comics ,46,NM+  ,,9.6,OW-W , , ,Better Publications
Stony Craig ,0,NM+ ,,9.2,OW ,#nn  ,1946,Pentagon
Strange Adventures ,5,NL ,,8.5,OW-W , ,1951,D.C. Comics
Strange Adventures ,15,NL ,,8.5,OW-W , ,1951,D.C. Comics
Strange Suspense Stories ,2,NM ,,9,OW , , ,Charlton Comics
Sun Girl ,2,NL ,,7,W , ,1948,Marvel Comics
Sun Girl ,3,NL ,,9,OW-W , ,1948,Marvel Comics
Super Comics ,1,NM+ ,,9.6,W , ,1938,Dell
Super Comics ,8,NM ,,9,OW , ,1938,Dell
Super Comics ,10,NM ,,9,OW , ,1939,Dell
Super Comics ,11,NM ,,8,W , ,1939,Dell
Super Comics ,22,NM ,,9.4,OW-W , ,1940,Dell
Super Comics ,25,NM+ ,,9.6,W , ,1940,Dell
Super Comics ,27,NM ,,9.6,W , ,1940,Dell
Super Comics ,28,NM ,,8.5,OW-W , ,1940,Dell
Super Comics ,29,NM+ ,,9.2,W , ,1940,Dell
Super Comics ,31,NM ,,9.2,OW-W , ,1940,Dell
Super Comics ,34,NM+ ,,9.2,W , ,1941,Dell
Super Comics ,36,NM+ ,,9.6,W , ,1941,Dell
Super Comics ,39,NM ,,9.2,W , ,1941,Dell
Super Comics ,43,NM+ ,,9.6,OW-W , ,1941,Dell
Super Comics ,45,NM ,,9,W , ,1942,Dell
Super Comics ,46,NM ,,8,W , ,1942,Dell
Super Comics ,51,NM ,,9,OW-W , ,1942,Dell
Super Magician Vol.1 ,5,NM+ ,,4.5, ,Qualified - Centerfold missing ,1942,Street and Smith
Super Magician Vol.1 ,9,NM ,,6.5, , ,1943,Street and Smith
Super Magician Vol.1 ,11,NM ,,7.5, , ,1943,Street and Smith
Super Magician Vol.2 ,2,NM ,,7.5, , ,1943,Street and Smith
Super Magician Vol.2 ,3,NM ,,9, , ,1943,Street and Smith
Super Magician Vol.2 ,5,FN ,,8.5, , ,1943,Street and Smith
Super Magician Vol.2 ,6,NM ,,9.2, , ,1943,Street and Smith
Super Magician Vol.2 ,7,NM ,,4, , ,1943,Street and Smith
Super Magician Vol.2 ,9,NM ,,5.5, , ,1944,Street and Smith
Super Magician Vol.2 ,10,NM ,,8, ,Qualified ,1944,Street and Smith
Super Magician Vol.2 ,11,NM ,,9.2, , ,1944,Street and Smith
Super Magician Vol.2 ,12,FN ,,9, , ,1944,Street and Smith
Super Magician Vol.3 ,2,NM ,,5,CR-OW , ,1944,Street and Smith
Super Magician Vol.3 ,4,NM ,,5.5,CR-OW , ,1944,Street and Smith
Super Magician Vol.3 ,6,FN ,,4, , ,1944,Street and Smith
Super Magician Vol.3 ,7,NM ,,4.5, , ,1944,Street and Smith
Super Magician Vol.3 ,9,NM+ ,,9, , ,1945,Street and Smith
Super Magician Vol.3 ,11,NM+ ,,6, , ,1945,Street and Smith
Super Magician Vol.3 ,12,NM+ ,,7, , ,1945,Street and Smith
Super Magician Vol.4 ,1,NM ,,8, ,Qualified ,1945,Street and Smith
Super Magician Vol.4 ,2,NM+ ,,8.5, , ,1945,Street and Smith
Super Magician Vol.4 ,3,NM ,,7.5, , ,1945,Street and Smith
Super Magician Vol.4 ,5,NM+ ,,7.5, , ,1945,Street and Smith
Super Magician Vol.4 ,6,NM ,,9, , ,1945,Street and Smith
Super Magician Vol.4 ,8,NM ,,4, , ,1945,Street and Smith
Super Magician Vol.4 ,9,NM ,,9.2, , ,1946,Street and Smith
Super Magician Vol.4 ,10,NM+ ,,9.2, , ,1946,Street and Smith
Super Magician Vol.4 ,11,NM ,,7.5, , ,1946,Street and Smith
Super Magician Vol.4 ,12,NM ,,8, , ,1946,Street and Smith
Super Magician Vol.5 ,2,NM+ ,,8.5, , ,1946,Street and Smith
Super Magician Vol.5 ,3,FN ,,6, , ,1946,Street and Smith
Super Magician Vol.5 ,4,NM ,,9, , ,1946,Street and Smith
Super Magician Vol.5 ,5,NM+ ,,8.5, , ,1946,Street and Smith
Super Magician Vol.5 ,7,NM ,,4.5,CR-OW , ,1946,Street and Smith
Super Western Comics ,1,NM+ ,,8,W , ,1950,Youtful Magazines
Super-Mystery Comics ,2,NM ,,9.2,OW , ,1940,Ace Periodicals
Supersnipe Comics ,6,NM+ ,,9.8,OW-W , ,1942,Street and Smith
Supersnipe Comics ,7,NM ,,9.6,OW-W , ,1943,Street and Smith
Supersnipe Comics ,9,NM ,,9.4,W , ,1943,Street and Smith
Supersnipe Comics ,10,NM ,,9.6,W ,Old grade NM- 9.2 ,1943,Street and Smith
Supersnipe Comics ,11,NM+ ,,9.6,OW-W , ,1943,Street and Smith
Supersnipe Comics ,12,NM+ ,,9.6,W , ,1943,Street and Smith
Supersnipe Comics Vol.2 ,1,NM ,,9,W , ,1944,Street and Smith
Supersnipe Comics Vol.2 ,2,NM ,,9.2,W , ,1944,Street and Smith
Supersnipe Comics Vol.2 ,5,NM ,,9.4,OW , ,1944,Street and Smith
Supersnipe Comics Vol.2 ,6,NM+ ,,7.5,OW-W , ,1944,Street and Smith
Supersnipe Comics Vol.2 ,7,NM+ ,,9.4,OW-W ,Old grade VF+ 8.5 ,1945,Street and Smith
Supersnipe Comics Vol.2 ,8,FN ,,8,W , ,1945,Street and Smith
Supersnipe Comics Vol.2 ,9,NM ,,9.4,OW , ,1945,Street and Smith
Supersnipe Comics Vol.2 ,10,NM ,,9.4,W , ,1945,Street and Smith
Supersnipe Comics Vol.3 ,1,NM ,,8.5,OW-W , ,1946,Street and Smith
Suspense Comics ,5,NM ,,9.2,OW-W ,very minor glue and very minor color  ,1944,Continental Magazines
Suspense Comics ,7,VG ,,9.4,W ,Old grade NM- 9.2 OW-W ,1944,Continental Magazines
Suspense Comics ,11,FN ,,9.4,OW , ,1944,Continental Magazines
Suspense Comics ,12,NM+ ,,8.5,CR-OW , ,1944,Continental Magazines
Sweet Sixteen ,1,NM+ ,,9.4,W , ,1946,Parents' Magazine Institute
Taffy Comics ,1,NM+ ,,9,OW-W , ,1945,Rural Home
Tailspin ,0,NM+ ,,9.6,W ,#nn  ,1944,Spotlight/Palace
Tailspin Tommy ,1,NL ,,9.8,OW-W , ,1946,Service Publications
Target Comics ,1,NM+ ,,9.4,OW-W , ,1940,Novelty Press
Target Comics ,2,NM ,,9.4,W , ,1940,Novelty Press
Target Comics ,3,NL ,,9.8,W , ,1940,Novelty Press
Target Comics ,4,NL ,,9.6,W , ,1940,Novelty Press
Target Comics ,5,NL ,,9.6,OW-W , ,1940,Novelty Press
Target Comics ,6,NL ,,9.8,W , ,1940,Novelty Press
Target Comics ,7,NL ,,9.6,W , ,1940,Novelty Press
Target Comics ,8,NM+ ,,9.4,W , ,1940,Novelty Press
Target Comics ,9,NM+ ,,9.4,OW-W , ,1940,Novelty Press
Target Comics ,10,NM+ ,,9.6,W , ,1940,Novelty Press
Target Comics ,11,NM+ ,,9.2,OW , ,1940,Novelty Press
Target Comics ,12,NM+ ,,9.4,W , ,1941,Novelty Press
Target Comics Vol.2 ,1,NM+ ,,9.4,W , ,1941,Novelty Press
Target Comics Vol.2 ,2,NL ,,9.4,OW-W , ,1941,Novelty Press
