title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher
lone ranger,51,FN,$4.00 ,,,,,
lone ranger,52,VG,$3.00 ,,,,,
lone ranger,53,G,$2.00 ,,,,,
lone ranger,54,FN,$4.00 ,,,,,
lone ranger,55,FN,$4.00 ,,,,,
lone ranger,56,FN,$4.00 ,,,,,
lone ranger,57,VG,$3.00 ,,,,,
lone ranger,58,G,$2.00 ,,,,,
lone ranger,59,G,$2.00 ,,,,,
lone ranger,60,FN,$4.00 ,,,,,
lone ranger,62,G,$2.00 ,,,,,
lone ranger,64,VG,$3.00 ,,,,,
lone ranger,66,VG,$3.00 ,,,,,
lone ranger,67,NM,$6.00 ,,,,,
lone ranger,71,NM+,$8.00 ,,,,,
lone ranger,72,NM+,$8.00 ,,,,,
lone ranger,73,NM+,$8.00 ,,,,,
lone ranger,74,NM+,$8.00 ,,,,,
lone ranger,75,NM+,$8.00 ,,,,,
lone ranger,76,NM+,$8.00 ,,,,,
lone ranger,77,NM+,$8.00 ,,,,,
lone ranger,78,NM+,$8.00 ,,,,,
lone ranger,79,NM+,$6.00 ,,,,,
lone ranger,80,NM+,$8.00 ,,,,,
lone ranger,82,NM+,$6.00 ,,,,,
lone ranger,84,NM+,$6.00 ,,,,,
lone ranger,85,NM+,$6.00 ,,,,,
lone ranger,86,NM+,$6.00 ,,,,,
lone ranger,87,FN,$4.00 ,,,,,
lone ranger,88,NM+,$6.00 ,,,,,
lone ranger,90,NM+,$6.00 ,,,,,
lone ranger,91,NM+,$6.00 ,,,,,
lone ranger,92,NM+,$6.00 ,,,,,
lone ranger,93,NM+,$6.00 ,,,,,
lone ranger,94,NM+,$6.00 ,,,,,
lone ranger,95,FN,$4.00 ,,,,,
lone ranger,96,NM,$5.00 ,,,,,
lone ranger,97,NM+,$6.00 ,,,,,
lone ranger,98,NM+,$6.00 ,,,,,
lone ranger,100,NM+,$6.00 ,,,,,
lone ranger,101,NM+,$6.00 ,,,,,
lone ranger,102,FN,$4.00 ,,,,,
lone ranger,103,NM+,$6.00 ,,,,,
lone ranger,104,NM+,$6.00 ,,,,,
lone ranger,105,NM+,$6.00 ,,,,,
lone ranger,107,NM+,$6.00 ,,,,,
lone ranger,108,FN,$4.00 ,,,,,
lone ranger,109,NM,$5.00 ,,,,,
lone ranger,110,NM+,$6.00 ,,,,,
lone ranger,111,NM+,$6.00 ,,,,,
lone ranger,112,NM+,$6.00 ,,,,,
lone ranger,113,NM+,$6.00 ,,,,,
lone ranger,114,NM+,$6.00 ,,,,,
lone ranger,115,NM+,$6.00 ,,,,,
lone ranger,116,NM+,$6.00 ,,,,,
lone ranger,117,NM+,$6.00 ,,,,,
lone ranger,118,NM+,$15.00 ,,,,,
lone ranger,119,NM+,$5.00 ,,,,,
lone ranger,120,NM+,$5.00 ,,,,,
lone ranger,121,NM+,$5.00 ,,,,,
lone ranger,126,NM+,$5.00 ,,,,,
lone ranger,128,NM+,$5.00 ,,,,,
lone ranger,129,NM,$11.00 ,,,,,
lone ranger,130,FN,$5.00 ,,,,,
lone ranger,132,NM,$4.00 ,,,,,
lone ranger,133,NM+,$5.00 ,,,,,
lone ranger,134,NM+,$5.00 ,,,,,
lone ranger,136,NM+,$5.00 ,,,,,
lone ranger,137,NM+,$5.00 ,,,,,
lone ranger,138,NM+,$5.00 ,,,,,
lone ranger (fc),98,NM+,$45.00 ,,,,,
lone ranger (fc),118,NM+,$40.00 ,,,,,
lone ranger (fc),125,NM+,$30.00 ,,,,,
lone ranger (fc),136,NM+,$30.00 ,,,,,
lone ranger (fc),151,NM+,$24.00 ,,,,,
lone ranger (fc),167,NM+,$24.00 ,,,,,
lone ranger (gold key),1,NM+,$5.00 ,,,,,
lone ranger movie story,NN,NM+,NP,,,,,
lone ranger's famous horse hi ho silver,3,NM+,$8.00 ,,,,,
lone ranger's famous horse hi ho silver,4,NM+,$6.00 ,,,,,
lone ranger's famous horse hi ho silver,5,VG,$3.00 ,,,,,
lone ranger's famous horse hi ho silver,6,FN,$4.00 ,,,,,
lone ranger's famous horse hi ho silver,7,NM+,$8.00 ,,,,,
lone ranger's famous horse hi ho silver,11,VG,$2.00 ,,,,,
lone ranger's famous horse hi ho silver,12,NM,$4.00 ,,,,,
lone ranger's famous horse hi ho silver,14,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,15,NM,$4.00 ,,,,,
lone ranger's famous horse hi ho silver,16,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,17,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,18,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,19,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,20,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,21,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,22,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,23,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver,24,NM+,$5.00 ,,,,,
lone ranger's famous horse hi ho silver (fc),369,G,$3.00 ,,,,,
lone ranger's famous horse hi ho silver (fc),392,NM+,$6.00 ,,,,,
lone rider,1,NM+,$8.00 ,,,,,
lone rider,2,NM+,$5.00 ,,,,,
lone rider,3,NM+,$5.00 ,,,,,
lone rider,4,NM+,$5.00 ,,,,,
lone rider,5,NM+,$4.00 ,,,,,
lone rider,6,NM+,$5.00 ,,,,,
lone rider,7,NM+,$5.00 ,,,,,
lone rider,8,NM,$4.00 ,,,,,
lone rider,9,FN,$3.00 ,,,,,
lone rider,10,NM,$4.00 ,,,,,
lone rider,12,FN,$2.00 ,,,,,
lone rider,14,FN,$3.00 ,,,,,
lone rider,15,,$2.00 ,,,,,
lone rider,19,NM,$4.00 ,,,,,
lone rider,24,NM+,$5.00 ,,,,,
lone rider,26,NM,$4.00 ,,,,,
long bow,1,NM+,$8.00 ,,,,,
long bow,2,NM+,$5.00 ,,,,,
long bow,3,NM+,$5.00 ,,,,,
long bow,4,NM+,$5.00 ,,,,,
long bow,5,NM+,$5.00 ,,,,,
long bow,6,FN,$3.00 ,,,,,
long bow,7,FN,$3.00 ,,,,,
long bow,9,NM,$4.00 ,,,,,
loonie tunes merry melodies,47,FN,$10.00 ,,,,,
loonie tunes merry melodies,80,NM+,$10.00 ,,,,,
lorna - jungle queen,1,NM+,$20.00 ,,,,,
lorna - jungle queen,2,NM,$12.00 ,,,,,
lorna - jungle queen,3,FR,$2.00 ,,,,,
lorna - jungle queen,4,NM+,$15.00 ,,,,,
lorna - jungle queen,5,FR,$2.00 ,,,,,
lorna - jungle queen,6,FR,$2.00 ,,,,,
lorna - jungle queen,7,NM+,$15.00 ,,,,,
lorna - jungle queen,9,NM+,$15.00 ,,,,,
lorna - jungle queen,10,FN,$7.00 ,,,,,
lorna - jungle queen,11,NM+,$15.00 ,,,,,
lorna - jungle queen,12,NM,$12.00 ,,,,,
lorna - jungle queen,13,NM,$12.00 ,,,,,
lorna - jungle queen,14,NM+,$15.00 ,,,,,
lorna - jungle queen,15,NM+,$15.00 ,,,,,
lorna - jungle queen,16,FN,$5.00 ,,,,,
lorna - jungle queen,17,NM+,$10.00 ,,,,,
lorna - jungle queen,18,NM+,$15.00 ,,,,,
lorna - jungle queen,22,NM,$7.00 ,,,,,
lorna - jungle queen,23,NM,$7.00 ,,,,,
lorna - jungle queen,25,NM,$7.00 ,,,,,
love adventures,1,G,$3.00 ,,,,,
love adventures,2,NM+,$5.00 ,,,,,
love adventures,3,VG,$2.00 ,,,,,
love adventures,8,VG,$2.00 ,,,,,
love adventures,10,FN,$3.00 ,,,,,
love adventures,11,VG,$2.00 ,,,,,
love and marriage,1,FN,$3.00 ,,,,,
love and marriage,2,NM+,$5.00 ,,,,,
love and marriage,3,FN,$3.00 ,,,,,
love and marriage,4,FN,$3.00 ,,,,,
love and marriage,5,FN,$3.00 ,,,,,
love and marriage,6,NM,$4.00 ,,,,,
love and marriage,7,VG,$2.00 ,,,,,
love and marriage,8,VG,$2.00 ,,,,,
love and marriage,9,VG,$2.00 ,,,,,
love at first sight,1,NM,$4.00 ,,,,,
love at first sight,2,FN,$3.00 ,,,,,
love at first sight,3,FN,$3.00 ,,,,,
love at first sight,5,VG,$2.00 ,,,,,
love at first sight,6,G,$2.00 ,,,,,
love at first sight,8,FN,$3.00 ,,,,,
love at first sight,9,FN,$3.00 ,,,,,
love at first sight,10,NM,$4.00 ,,,,,
love at first sight,12,FN,$3.00 ,,,,,
love at first sight,14,FN,$3.00 ,,,,,
love at first sight,15,NM,$4.00 ,,,,,
love classics,1,VG,$2.00 ,,,,,
love confessions,1,NM+,$10.00 ,,,,,
love confessions,2,NM,$4.00 ,,,,,
love confessions,3,VG,$2.00 ,,,,,
love confessions,5,FN,$3.00 ,,,,,
love confessions,6,G,$2.00 ,,,,,
love confessions,7,G,$2.00 ,,,,,
love confessions,9,VG,$2.00 ,,,,,
love confessions,10,VG,$2.00 ,,,,,
love confessions,11,G,$2.00 ,,,,,
love confessions,13,FN,$3.00 ,,,,,
love confessions,14,FN,$3.00 ,,,,,
love confessions,15,FN,$3.00 ,,,,,
love confessions,16,FN,$3.00 ,,,,,
love confessions,17,FR,$2.00 ,,,,,
love confessions,18,G,$2.00 ,,,,,
love confessions,19,VG,$2.00 ,,,,,
love confessions,20,VG,$2.00 ,,,,,
love confessions,21,VG,$2.00 ,,,,,
love confessions,22,FN,$3.00 ,,,,,
love confessions,23,FN,$3.00 ,,,,,
love confessions,24,FN,$3.00 ,,,,,
love confessions,25,G,$3.00 ,,,,,
love confessions ,2,NM ,,8,CR-OW , ,1949,Quality Comics
love diary (comics magazine),1,NM+,$8.00 ,,,,,
love diary (our publishing co.),1,NM,$6.00 ,,,,,
love diary (our publishing co.),2,NM+,$5.00 ,,,,,
love diary (our publishing co.),4,FN,$3.00 ,,,,,
love diary (our publishing co.),7,FN,$3.00 ,,,,,
love diary (our publishing co.),9,VG,$3.00 ,,,,,
love diary (our publishing co.),12,FN,$3.00 ,,,,,
love diary (our publishing co.),13,VG,$2.00 ,,,,,
love diary (our publishing co.),16,FN,$3.00 ,,,,,
love diary (our publishing co.),19,G,$2.00 ,,,,,
love diary (our publishing co.),20,VG,$2.00 ,,,,,
love diary (our publishing co.),21,NM,$4.00 ,,,,,
love diary (our publishing co.),24,NM,$4.00 ,,,,,
love diary (our publishing co.),25,FN,$3.00 ,,,,,
love diary (our publishing co.),29,FN,$3.00 ,,,,,
love diary (our publishing co.),31,NM,$4.00 ,,,,,
love diary (our publishing co.),NN,G,$2.00 ,,,,,
love doctor,2,VG,$4.00 ,,,,,
love doctor,3,FN,$6.00 ,,,,,
love dramas,1,FN,$5.00 ,,,,,
love dramas,2,G,$2.00 ,,,,,
love experiences,1,NM,$4.00 ,,,,,
love experiences,7,FN,$3.00 ,,,,,
love experiences,9,VG,$2.00 ,,,,,
love experiences,11,G,$2.00 ,,,,,
love experiences,13,FN,$3.00 ,,,,,
love experiences,15,FN,$3.00 ,,,,,
love journal,13,FN,$3.00 ,,,,,
love journal,14,FN,$3.00 ,,,,,
love journal,16,FN,$3.00 ,,,,,
love lessons,1,FN,$3.00 ,,,,,
love letters,1,NM+,$8.00 ,,,,,
love letters,2,NM,$4.00 ,,,,,
love letters,3,FN,$3.00 ,,,,,
love letters,6,G,$2.00 ,,,,,
love letters,7,FN,$3.00 ,,,,,
love letters,9,VG,$2.00 ,,,,,
love letters,10,VG,$2.00 ,,,,,
love letters,11,FN,$3.00 ,,,,,
love letters,12,FN,$3.00 ,,,,,
love letters,13,VG,$2.00 ,,,,,
love letters,14,VG,$2.00 ,,,,,
love letters,15,G,$2.00 ,,,,,
love letters,16,FR,$2.00 ,,,,,
love letters,17,VG,$2.00 ,,,,,
love letters,18,VG,$2.00 ,,,,,
love letters,19,VG,$2.00 ,,,,,
love letters,24,VG,$2.00 ,,,,,
love letters,25,VG,$2.00 ,,,,,
love letters,26,FN,$3.00 ,,,,,
love letters ,1,NM+ ,,9.6,OW , ,1949,Quality Comics
love letters ,2,NM ,,7.5,OW , ,1950,Quality Comics
love memories,1,NM,$4.00 ,,,,,
love memories,2,NM,$4.00 ,,,,,
love memories,3,FN,$3.00 ,,,,,
love mysteries,2,NM,$5.00 ,,,,,
love mystery ,2,NM ,,7.5,OW-W , ,1950,Fawcett
love problems and advice,2,NM,$4.00 ,,,,,
love problems and advice,3,FN,$3.00 ,,,,,
love problems and advice,8,VG,$2.00 ,,,,,
love problems and advice,9,VG,$2.00 ,,,,,
love problems and advice,12,V,$2.00 ,,,,,
love problems and advice,17,VG,$2.00 ,,,,,
love problems and advice,18,VG,$2.00 ,,,,,
love romances,6,NM+,$10.00 ,,,,,
love romances,7,FN,$4.00 ,,,,,
love romances,8,NM,$8.00 ,,,,,
love romances,9,NM+,$5.00 ,,,,,
love romances,11,FN,$3.00 ,,,,,
love romances,13,FN,$3.00 ,,,,,
love romances,22,VG,$2.00 ,,,,,
love romances,28,FN,$3.00 ,,,,,
love scandals,1,VG,$3.00 ,,,,,
love scandals,2,VG,$2.00 ,,,,,
love scandals,4,G,$2.00 ,,,,,
love scandals,5,VG,$2.00 ,,,,,
love secrets,1,NM,$7.00 ,,,,,
love secrets,2,NM,$4.00 ,,,,,
love stories,4,FN,$4.00 ,,,,,
love stories,5,G,$2.00 ,,,,,
love stories,6,VG,$6.00 ,,,,,
love stories,7,FN,$4.00 ,,,,,
love stories,10,FN,$4.00 ,,,,,
love stories,11,NM,$5.00 ,,,,,
love stories of mary worth,1,NM+,$12.00 ,,,,,
love stories of mary worth,2,NM+,$8.00 ,,,,,
love stories of mary worth,3,NM,$5.00 ,,,,,
love stories of mary worth,5,NM,$5.00 ,,,,,
love stories of mary worth (harvey),55,NM,$6.00 ,,,,,
love tales,37,VG,$2.00 ,,,,,
love tales,38,FN,$3.00 ,,,,,
love tales,39,FN,$3.00 ,,,,,
love tales,40,FN,$3.00 ,,,,,
love tales,42,FN,$3.00 ,,,,,
love tales,43,VG,$2.00 ,,,,,
love tales,45,FN,$3.00 ,,,,,
love tales,46,FN,$3.00 ,,,,,
love tales,51,G,$2.00 ,,,,,
love tales,55,FN,$3.00 ,,,,,
love trails,1,NM,$5.00 ,,,,,
loveland,1,NM,$6.00 ,,,,,
lovelorn,1,NM+,$5.00 ,,,,,
lovelorn,4,VG,$2.00 ,,,,,
lovelorn,7,VG,$2.00 ,,,,,
lovelorn,8,VG,$2.00 ,,,,,
lovelorn,9,G,$2.00 ,,,,,
lovelorn,10,G,$2.00 ,,,,,
lovelorn,11,G,$2.00 ,,,,,
lovelorn,20,VG,$2.00 ,,,,,
lovelorn,21,G,$2.00 ,,,,,
lovelorn,22,FN,$3.00 ,,,,,
lovelorn,23,FN,$3.00 ,,,,,
lovelorn,24,NM,$4.00 ,,,,,
lovelorn,25,NM,$4.00 ,,,,,
lovelorn,27,VG,$2.00 ,,,,,
lovelorn,30,FN,$3.00 ,,,,,
lovelorn,31,FN,$3.00 ,,,,,
lovers,23,VG,$2.00 ,,,,,
lovers,25,FN,$3.00 ,,,,,
lovers,26,NM+,$5.00 ,,,,,
lovers,28,VG,$2.00 ,,,,,
lovers,30,VG,$2.00 ,,,,,
lovers,33,VG,$2.00 ,,,,,
lovers,39,NM,$4.00 ,,,,,
lovers,40,FN,$3.00 ,,,,,
lovers,43,NM,$4.00 ,,,,,
lovers,46,NM+,$5.00 ,,,,,
lovers,48,G,$2.00 ,,,,,
lovers lane,1,VG,$3.00 ,,,,,
lovers lane,3,VG,$2.00 ,,,,,
lovers lane,6,FN,$3.00 ,,,,,
lovers lane,7,FN,$3.00 ,,,,,
lovers lane,9,FN,$3.00 ,,,,,
lovers lane,12,FN,$3.00 ,,,,,
lovers lane,21,FN,$3.00 ,,,,,
lovers lane,23,FN,$4.00 ,,,,,
lovers lane,25,FN,$3.00 ,,,,,
lovers lane,29,VG,$2.00 ,,,,,
"lucky ""7""",1,NM+,$12.00 ,,,,,
lucky comics,1,VG,$4.00 ,,,,,
lucky comics,2,NM,$4.00 ,,,,,
lucky comics,3,NM+,$6.00 ,,,,,
lucky comics,4,NM,$4.00 ,,,,,
lucky luciano & murder,NN,NM+,$25.00 ,,,,,
lucy,2,VG,$2.00 ,,,,,
luke short's kind colt (fc),651,NM,$4.00 ,,,,,
luke short's savage range (fc),807,NM,$4.00 ,,,,,
mackenzies raiders (fc),1093,NM,$4.00 ,,,,,
mad,1,VG,$110.00 ,,,,,
mad,3,FN,$45.00 ,,,,,
mad,17,VG,$15.00 ,,,,,
mad,21,VG,$10.00 ,,,,,
mad ,1,VG ,,,W ,GD/VG 3.0 ,1952,EC
mad ,3,FN ,,4.5,OW , ,1953,EC
mad hatter,1,NM,$10.00 ,,,,,
mad hatter,2,NM,$10.00 ,,,,,
mad hatter ,1,NM ,,9,W , ,1946,O.W. Comics
mad hatter ,2,NM ,,9.2,OW-W , ,1946,O.W. Comics
madrake (comics hits),53,FN,$10.00 ,,,,,
madrake the magician (feature book),47,NM,$40.00 ,,,,,
madrake the magician (feature book),52,NM+,$35.00 ,,,,,
madrake the magician (feature book),55,NM+,$30.00 ,,,,,
magic comics,1,FN,$65.00 ,,,,,
magic comics,2,FN,$30.00 ,,,,,
magic comics,5,FN,$17.00 ,,,,,
magic comics,6,FN,$12.00 ,,,,,
magic comics,7,FN,$12.00 ,,,,,
magic comics,9,VG,$8.00 ,,,,,
magic comics,10,NM,$17.00 ,,,,,
magic comics,12,NM,$15.00 ,,,,,
magic comics,14,FN,$11.00 ,,,,,
magic comics,15,NM,$15.00 ,,,,,
magic comics,16,NM,$15.00 ,,,,,
magic comics,17,NM+,$20.00 ,,,,,
magic comics,18,NM,$15.00 ,,,,,
magic comics,19,NM,$15.00 ,,,,,
magic comics,20,FN,$20.00 ,,,,,
magic comics,22,VG,$6.00 ,,,,,
magic comics,23,FN,$9.00 ,,,,,
magic comics,24,NM,$13.00 ,,,,,
magic comics,25,NM+,$16.00 ,,,,,
magic comics,27,NM,$13.00 ,,,,,
magic comics,28,NM+,$16.00 ,,,,,
magic comics,29,NM,$13.00 ,,,,,
magic comics,30,NM,$13.00 ,,,,,
magic comics,31,NM+,$13.00 ,,,,,
magic comics,32,NM+,$13.00 ,,,,,
magic comics,33,NM+,$13.00 ,,,,,
magic comics,34,NM+,$13.00 ,,,,,
magic comics,35,NM+,$13.00 ,,,,,
magic comics,36,NM+,$13.00 ,,,,,
magic comics,37,NM,$10.00 ,,,,,
magic comics,38,NM+,$13.00 ,,,,,
magic comics,39,NM,$10.00 ,,,,,
magic comics,40,NM+,$13.00 ,,,,,
magic comics,41,NM,$7.00 ,,,,,
magic comics,42,NM,$7.00 ,,,,,
magic comics,43,NM,$7.00 ,,,,,
magic comics,44,NM,$7.00 ,,,,,
magic comics,45,VG,$3.00 ,,,,,
magic comics,46,NM,$7.00 ,,,,,
magic comics,47,NM,$7.00 ,,,,,
magic comics,50,NM,$7.00 ,,,,,
magic comics,51,NM,$6.00 ,,,,,
magic comics,52,NM,$6.00 ,,,,,
magic comics,53,NM,$6.00 ,,,,,
magic comics,54,NM,$6.00 ,,,,,
magic comics,55,NM,$6.00 ,,,,,
magic comics,56,NM,$6.00 ,,,,,
magic comics,57,NM+,$8.00 ,,,,,
magic comics,58,NM+,$8.00 ,,,,,
magic comics,59,NM,$6.00 ,,,,,
magic comics,60,NM,$6.00 ,,,,,
magic comics,61,NM,$5.00 ,,,,,
magic comics,62,NM,$5.00 ,,,,,
magic comics,63,NM,$5.00 ,,,,,
magic comics,64,NM,$5.00 ,,,,,
magic comics,65,NM,$5.00 ,,,,,
magic comics,66,NM+,$7.00 ,,,,,
magic comics,67,NM+,$7.00 ,,,,,
magic comics,68,NM,$5.00 ,,,,,
magic comics,69,NM,$5.00 ,,,,,
magic comics,70,NM+,$7.00 ,,,,,
magic comics,71,NM+,$6.00 ,,,,,
magic comics,72,NM+,$6.00 ,,,,,
magic comics,73,NM,$5.00 ,,,,,
magic comics,74,NM,$5.00 ,,,,,
magic comics,75,NM+,$6.00 ,,,,,
magic comics,76,FN,$4.00 ,,,,,
magic comics,77,FN,$4.00 ,,,,,
magic comics,78,NM,$5.00 ,,,,,
magic comics,79,NM,$5.00 ,,,,,
magic comics,80,NM+,$6.00 ,,,,,
magic comics,81,NM+,$6.00 ,,,,,
magic comics,82,NM+,$6.00 ,,,,,
magic comics,83,NM+,$6.00 ,,,,,
magic comics,84,NM,$5.00 ,,,,,
magic comics,85,NM,$5.00 ,,,,,
magic comics,86,FN,$4.00 ,,,,,
magic comics,87,NM,$5.00 ,,,,,
magic comics,89,NM+,$6.00 ,,,,,
magic comics,90,NM+,$6.00 ,,,,,
magic comics,91,NM+,$6.00 ,,,,,
magic comics,92,NM,$5.00 ,,,,,
magic comics,93,NM+,$6.00 ,,,,,
magic comics,94,FN,$4.00 ,,,,,
magic comics,96,NM+,$6.00 ,,,,,
magic comics,97,NM,$5.00 ,,,,,
magic comics,98,NM+,$6.00 ,,,,,
magic comics,99,FN,$4.00 ,,,,,
magic comics,100,FN,$4.00 ,,,,,
magic comics,101,NM,$4.00 ,,,,,
magic comics,102,NM+,$5.00 ,,,,,
magic comics,103,NM+,$5.00 ,,,,,
magic comics,104,NM,$4.00 ,,,,,
magic comics,105,NM+,$5.00 ,,,,,
magic comics,106,NM,$4.00 ,,,,,
magic comics,107,NM+,$11.00 ,,,,,
magic comics,108,NM,$8.00 ,,,,,
magic comics,109,NM+,$5.00 ,,,,,
magic comics,110,VG,$2.00 ,,,,,
magic comics,111,FN,$3.00 ,,,,,
magic comics,113,NM,$4.00 ,,,,,
magic comics,114,NM,$4.00 ,,,,,
magic comics,115,FN,$3.00 ,,,,,
magic comics,117,FN,$3.00 ,,,,,
magic comics,119,FN,$3.00 ,,,,,
magic comics,120,NM,$4.00 ,,,,,
magic comics,121,FN,$3.00 ,,,,,
magic comics,123,FN,$3.00 ,,,,,
magic comics ,1,FN ,,6,OW-W ,&quot;'Reader's Guild' flier attached to 1st page with tiny amount of glue ,1939,David McKay Publishing
magic comics ,3,FN ,,5.5,OW-W , ,1939,David McKay Publishing
magic comics ,10,NM ,,9,OW-W , ,1940,David McKay Publishing
magic comics ,12,NM ,,7,OW-W ,&quot;Reader's Guild&quot; flyer glued on 1st page ,1940,David McKay Publishing
magic comics ,14,FN ,,6.5,W , ,1940,David McKay Publishing
magic comics ,40,NM+ ,,9,W , ,1942,David McKay Publishing
magic comics ,41,NM ,,9,W , ,1942,David McKay Publishing
magic comics ,42,NM ,,9.2,W , ,1943,David McKay Publishing
major hoople,1,NM+,$30.00 ,,,,,
major hoople comics ,1,NM+ ,,9.4,OW-W , ,1943,Nedor Publications
major victory,1,NM+,$45.00 ,,,,,
maltese falcon,48,NM+,$20.00 ,,,,,
man comics,1,NM+,$8.00 ,,,,,
man comics,3,NM+,$5.00 ,,,,,
man comics,4,NM+,$5.00 ,,,,,
man comics,5,NM,$4.00 ,,,,,
man comics,8,G,$2.00 ,,,,,
man comics,9,FN,$3.00 ,,,,,
man in black,1,NM,$10.00 ,,,,,
man of war,1,NM+,$110.00 ,,,,,
man of war,2,NM+,$80.00 ,,,,,
manhunt,1,NM,$16.00 ,,,,,
manhunt,2,NM,$9.00 ,,,,,
manhunt,3,NM+,$12.00 ,,,,,
manhunt,4,NM+,$12.00 ,,,,,
manhunt,5,FN,$6.00 ,,,,,
manhunt,6,FN,$6.00 ,,,,,
manhunt,7,NM+,$12.00 ,,,,,
manhunt,9,NM,$9.00 ,,,,,
manhunt,10,NM+,$15.00 ,,,,,
manhunt,11,NM+,$40.00 ,,,,,
manhunt,13,VG,$15.00 ,,,,,
manhunt,14,FN,NP,,,,,
manhunt ,1,NM ,,8.5,OW-W , ,1947,Magazine Enterprises
manhunt ,5,FN ,,8.5,OW-W , ,1948,Magazine Enterprises
march of crime,2,VG,$8.00 ,,,,,
march of crime ,7,NL ,,8,W ,First issue of title ,1950,Fiction House
march of crime (130 pgs 1948),NN,VG,$10.00 ,,,,,
margie,35,NM,$4.00 ,,,,,
margie,36,NM+,$5.00 ,,,,,
margie,37,NM+,$5.00 ,,,,,
margie,38,NM+,$5.00 ,,,,,
margie,39,NM+,$8.00 ,,,,,
margie,40,NM+,$8.00 ,,,,,
margie,41,NM+,$8.00 ,,,,,
margie,42,NM,$4.00 ,,,,,
margie,43,NM+,$8.00 ,,,,,
margie,44,NM+,$8.00 ,,,,,
margie,45,NM+,$5.00 ,,,,,
margie,46,FN,$5.00 ,,,,,
margie,47,NM,$4.00 ,,,,,
margie,48,NM,$4.00 ,,,,,
margie,49,NM+,$2.00 ,,,,,
mark of zorro (fc),228,NM+,$18.00 ,,,,,
mark trail,1,NM,$6.00 ,,,,,
mark trail,5,NM,$4.00 ,,,,,
mark trail's adventure book of nature,1,NM+,$10.00 ,,,,,
marmaduke mouse,2,FN,$3.00 ,,,,,
marmaduke mouse,5,FN,$3.00 ,,,,,
martin kane,2,FN,$6.00 ,,,,,
marvel family,4,FN,$24.00 ,,,,,
marvel family,6,FN,$18.00 ,,,,,
marvel family,10,FN,$18.00 ,,,,,
marvel family,15,FN,$10.00 ,,,,,
marvel family,20,NM+,$30.00 ,,,,,
marvel family,27,VG,$9.00 ,,,,,
marvel family,31,FN,$9.00 ,,,,,
marvel mystery,12,NM+,$650.00 ,,,,,
marvel mystery,13,NM+,$800.00 ,,,,,
marvel mystery,14,NM+,$500.00 ,,,,,
marvel mystery,15,NM+,$500.00 ,,,,,
marvel mystery,16,NM,$400.00 ,,,,,
marvel mystery,17,NM+,$500.00 ,,,,,
marvel mystery,18,NM+,$400.00 ,,,,,
marvel mystery,19,NM,$330.00 ,,,,,
marvel mystery,20,NM+,$300.00 ,,,,,
marvel mystery,21,NM,$210.00 ,,,,,
marvel mystery,22,NM+,$225.00 ,,,,,
marvel mystery,23,NM+,$225.00 ,,,,,
marvel mystery,24,NM,$180.00 ,,,,,
marvel mystery,25,NM+,$200.00 ,,,,,
marvel mystery,26,NM+,$200.00 ,,,,,
marvel mystery,27,NM+,$200.00 ,,,,,
marvel mystery,28,NM+,$200.00 ,,,,,
marvel mystery,29,NM+,$200.00 ,,,,,
marvel mystery,30,NM,$160.00 ,,,,,
marvel mystery,32,NM,$140.00 ,,,,,
marvel mystery,33,NM,$140.00 ,,,,,
marvel mystery,34,NM,$140.00 ,,,,,
marvel mystery,35,NM,$140.00 ,,,,,
marvel mystery,36,NM+,$175.00 ,,,,,
marvel mystery,37,NM+,$175.00 ,,,,,
marvel mystery,38,NM+,$175.00 ,,,,,
marvel mystery,39,FN,$100.00 ,,,,,
marvel mystery,40,NM,$110.00 ,,,,,
marvel mystery,41,NM,$120.00 ,,,,,
marvel mystery,42,NM+,$150.00 ,,,,,
marvel mystery,43,NM,$120.00 ,,,,,
marvel mystery,44,NM,$120.00 ,,,,,
marvel mystery,45,NM+,$150.00 ,,,,,
marvel mystery,46,NM+,$150.00 ,,,,,
marvel mystery,47,NM+,$150.00 ,,,,,
marvel mystery,48,NM+,$150.00 ,,,,,
marvel mystery,49,NM+,$150.00 ,,,,,
marvel mystery,50,NM+,$125.00 ,,,,,
marvel mystery,51,NM,$100.00 ,,,,,
marvel mystery,52,NM,$100.00 ,,,,,
marvel mystery,53,FN,$70.00 ,,,,,
marvel mystery,55,FN,$70.00 ,,,,,
marvel mystery,56,NM,$100.00 ,,,,,
marvel mystery,57,FN,$70.00 ,,,,,
marvel mystery,59,NM,$100.00 ,,,,,
marvel mystery,60,FN,$70.00 ,,,,,
marvel mystery,61,NM+,$100.00 ,,,,,
marvel mystery,62,NM,$80.00 ,,,,,
marvel mystery,63,NM,$80.00 ,,,,,
marvel mystery,64,NM+,$100.00 ,,,,,
